id,serial,imei,assetid,model,brand,manu,product,pc,state,inetip,updatetime,remarks,lastEditor
6839,RDT5T15B26000330,869573021475393,TKMB1912071A,"HUAWEI CRR-UL00",HUAWEI,HUAWEI,CRR-UL00,wetest-b2-device-server000,,116.233.191.166,"2020-06-04 11:37:46",,NULL
6841,c92ca0ca,866117041022877,TKMB191206FG,V1921A,VIVO,vivo,PD1921,WETEST-A6-DEVICE-SERVER071,,116.233.207.131,"2021-03-16 15:32:07",,NULL
6842,5S6S4DGMOFNNHY9T,861822047897132,TKMB2004053G,V1934A,VIVO,vivo,PD1934,WETEST-A6-DEVICE-SERVER080,,116.231.36.5,"2021-03-16 12:04:22",,NULL
6843,eef40e20,861719042607898,TKMB2004053F,V1932A,VIVO,vivo,PD1932,WETEST-A6-DEVICE-SERVER072,,116.233.185.247,"2021-03-08 10:43:46",,NULL
6845,9b88bd8f,862780047553338,TKMB191206EW,V1924A,VIVO,vivo,PD1924,wetest-b2-device-server000,,114.84.58.147,"2020-06-04 11:37:46",,NULL
6846,SGRSDIW4ORQGN78H,860270043666872,TKMB2003032T,V1818CA,VIVO,vivo,PD1818C,wetest-b2-device-server000,,114.84.62.218,"2020-06-04 11:37:46",,NULL
6848,ce051715a5ed333c01,357823081015574,TKMB181204X4,SM-G955F,SAMSUNG,samsung,dream2ltexx,WETEST-B2-DEVICE-SERVER054,,116.231.34.28,"2020-06-08 21:24:04",,NULL
6849,JPF4C19308000935,863773040698944,TKMB20030367,VCE-AL00,HUAWEI,HUAWEI,VCE-AL00,wetest-b2-device-server000,,114.84.29.62,"2020-06-04 11:37:46",,NULL
6850,oru8eysogivw7hz5,860956041925274,TKMB200302E4,"REDMI NOTE 8 PRO",REDMI,Xiaomi,begonia,WETEST-A6-DEVICE-SERVER070,,116.233.187.215,"2021-03-17 11:18:26",,NULL
6851,c22de79,869400046646966,TKMB20040551,"REDMI NOTE 7 PRO",XIAOMI,Xiaomi,violet,WETEST-A6-DEVICE-SERVER070,,116.233.186.195,"2021-03-16 15:10:37",,NULL
6852,932fc4c1,869288043715623,TKMB191206T6,"REDMI NOTE 7",XIAOMI,Xiaomi,lavender,WETEST-A6-DEVICE-SERVER069,,114.84.66.94,"2021-03-16 11:33:26",,NULL
6853,a4756433,867305038259789,TKMB20040068,"MIX 2",XIAOMI,Xiaomi,chiron,wetest-b2-device-server000,,116.231.30.50,"2020-06-04 11:37:46",,NULL
6854,dde7c4cd,865847046236996,TKMB2003003N,"MI MAX 3",XIAOMI,Xiaomi,nitrogen,wetest-b2-device-server000,,114.84.57.160,"2020-06-04 11:37:46",,NULL
6855,c29c8dea,862716048177313,TKMB200302XG,PAFM00,OPPO,OPPO,PAFM00,wetest-b2-device-server000,,114.84.29.64,"2020-06-04 11:37:46",,NULL
6857,HMQ4C19A24003964,862090043390895,TKMB20040541,LRA-AL00,HONOR,HUAWEI,LRA-AL00,WETEST-A6-DEVICE-SERVER076,,116.231.27.246,"2021-03-16 04:25:16",,NULL
6858,TPC7N18615001914,863687048301493,TKMB2001005M,CLT-AL00,HUAWEI,HUAWEI,CLT-AL00,wetest-b2-device-server000,,183.14.30.9,"2020-06-04 11:37:46",,NULL
6859,Z5DYR4BEDEA6W4AE,868822035651593,TKMB200303R3,PADM00,OPPO,OPPO,PADM00,WETEST-B2-DEVICE-SERVER024,,183.14.28.59,"2020-06-09 11:37:46",,NULL
6860,VBJDU18331004614,867551030421899,TKMB1912073F,COL-AL10,HONOR,HUAWEI,COL-AL10,wetest-b2-device-server000,,116.233.200.95,"2020-06-04 11:37:46",,NULL
6861,caa166a8,864758044988879,TKMB200302JA,PBCM10,OPPO,OPPO,PBCM10,WETEST-B2-DEVICE-SERVER043,,183.14.29.251,"2020-05-12 19:45:01",,NULL
6862,639faae5,866520039964994,TKMB19110185,"OPPO R11T",OPPO,OPPO,R11t,WETEST-B2-DEVICE-SERVER043,,183.14.133.152,"2020-07-18 15:35:57",,NULL
6863,fea4b74,863897046909151,TKMB20030291,PBAM00,OPPO,OPPO,PBAM00,WETEST-B2-DEVICE-SERVER043,,183.14.28.164,"2020-08-06 02:08:28",,NULL
6865,819c93e,863897042645270,TKMB20030299,PBAM00,OPPO,OPPO,PBAM00,WETEST-B2-DEVICE-SERVER043,,183.14.133.152,"2020-08-31 00:00:27",,NULL
6866,9a54cef,868769047835559,TKMB2003035J,PBCM30,OPPO,OPPO,PBCM30,WETEST-B2-DEVICE-SERVER043,,183.14.28.88,"2020-05-24 14:38:02",,NULL
6867,DLLKR16B08007066,A00000692EB841,TKMB1912025A,NCE-AL10,HUAWEI,HUAWEI,NCE-AL10,WETEST-B2-DEVICE-SERVER064,,183.14.28.184,"2021-03-16 09:04:26",,NULL
6868,323ed26d,869747043483771,TKMB19120740,PCGM00,OPPO,OPPO,PCGM00,wetest-b2-device-server043,,183.14.134.47,"2020-05-11 17:53:56",,NULL
6869,PB9LMFPVSOK7JBQS,868822035943958,TKMB200303R1,PADM00,OPPO,OPPO,PADM00,WETEST-B2-DEVICE-SERVER024,,183.14.134.99,"2020-08-10 07:59:08",,NULL
6870,TWGDU17306001421,863603036822630,TKMB191204WM,KNT-AL20,HONOR,HUAWEI,KNT-AL20,WETEST-B2-DEVICE-SERVER063,,183.14.134.52,"2021-03-16 15:12:39",,NULL
6871,2dedd563,864371047835053,TKMB2004002L,PBEM00,OPPO,OPPO,PBEM00,WETEST-B2-DEVICE-SERVER043,,183.14.132.243,"2020-11-23 20:00:33",,NULL
6872,TG6DN78LQK4HBESG,869762039681296,TKMB200302TG,PACT00,OPPO,OPPO,PACT00,WETEST-B2-DEVICE-SERVER023,,183.14.28.244,"2020-08-04 17:55:04",,NULL
6873,21D56B9913000985,868959040148072,TKMB191202M6,20190416Q,XIAOLAJIAO,xiaolajiao,%E7%BA%A2%E8%BE%A3%E6%A4%927X%E5%B0%8A%E4%BA%AB%E7%89%88,WETEST-B2-DEVICE-SERVER064,,183.14.31.153,"2020-07-22 17:42:25",,NULL
6874,QDYGL19509000003,867573031178450,TKMB19120232,TRT-AL00,HUAWEI,HUAWEI,TRT-AL00,WETEST-B2-DEVICE-SERVER063,,183.14.29.74,"2021-03-15 23:59:42",,NULL
6875,RKKDU18329006220,868600034452902,TKMB200302TL,BKL-AL00,HONOR,HUAWEI,BKL-AL00,WETEST-B2-DEVICE-SERVER064,,183.14.29.74,"2021-03-16 04:38:40",,NULL
6876,VEDGY18710000053,867130039108839,TKMB191201J2,EML-AL00,HUAWEI,HUAWEI,EML-AL00,WETEST-B2-DEVICE-SERVER015,,183.14.29.85,"2021-03-16 07:46:06",,NULL
6877,KWG7N16716001866,862187038584431,TKMB191207E6,EVA-AL10,HUAWEI,HUAWEI,EVA-AL10,WETEST-B2-DEVICE-SERVER063,,183.14.29.82,"2021-03-16 14:55:24",,NULL
6878,928QAEWB222CD,865818042947621,TKMB2003027F,16T,MEIZU,meizu,meizu_16T_CN,WETEST-B2-DEVICE-SERVER061,,183.14.30.61,"2020-07-17 10:35:44",,NULL
6879,JGB9K17A26906986,867557030356555,TKMB1912023L,JMM-AL10,HONOR,HUAWEI,JMM-AL10,WETEST-B2-DEVICE-SERVER064,,183.14.28.79,"2021-03-16 00:58:55",,NULL
6882,b9cf7b47,866280042699968,TKMB191202LA,NX629J,NUBIA,nubia,NX629J,WETEST-B2-DEVICE-SERVER064,,183.14.28.14,"2020-06-10 15:50:16",,NULL
6883,3JU4C18416001018,869455030346254,TKMB191201EM,HWI-AL00,HUAWEI,HUAWEI,HWI-AL00,WETEST-B2-DEVICE-SERVER064,,183.14.134.52,"2021-03-17 02:11:35",,NULL
6884,db72e840,863508032450502,TKMB191202N4,"VIVO X9PLUS L",VIVO,vivo,PD1619,WETEST-B2-DEVICE-SERVER063,,183.14.29.9,"2021-03-16 12:51:25",,NULL
6885,KZNBL7FIPBOJSGY9,867492046905411,TKMB19120752,V1913A,VIVO,vivo,PD1913,WETEST-B2-DEVICE-SERVER064,,183.14.28.199,"2021-03-16 23:19:43",,NULL
6886,c72a44dd,869432048596071,TKMB1912023F,V1818A,VIVO,vivo,PD1818G,WETEST-B2-DEVICE-SERVER063,,183.14.29.195,"2021-03-17 03:05:51",,NULL
6888,167beb3a,864523049150978,TKMB200200X1,PCAM00,OPPO,OPPO,PCAM00,wetest-b2-device-server009,,183.14.28.199,"2021-03-16 17:27:12",,NULL
6889,3bbce0ef,863910030476333,TKMB200200L1,"OPPO R9S",OPPO,OPPO,R9s,WETEST-B2-DEVICE-SERVER011,,183.14.134.250,"2020-09-14 08:57:29",,NULL
6891,9889db30394b464537,354765085922904,TKMB18010461,SM-G9500,SAMSUNG,samsung,dreamqltezc,WETEST-B2-DEVICE-SERVER043,,183.14.29.9,"2021-03-16 11:01:43",,NULL
6892,WJX7N17B25003231,867442036999197,TKMB1910008Y,VKY-AL00,HUAWEI,HUAWEI,VKY-AL00,WETEST-B2-DEVICE-SERVER012,,183.14.133.227,"2021-03-17 06:31:08",,NULL
6893,UYT7N17C01007459,868035031072785,TKMB171105A4,ALP-AL00,HUAWEI,HUAWEI,ALP-AL00,WETEST-B2-DEVICE-SERVER002,,183.14.31.167,"2021-01-19 08:24:45",,NULL
6895,111c61f6,863267035791434,TKMB19100086,"OPPO R9S PLUS",OPPO,OPPO,R9sPlus,WETEST-B2-DEVICE-SERVER002,,183.14.29.82,"2021-03-16 22:24:47",,NULL
6896,90278d5f,868663032821650,TKMB2004002Y,"MIX 2S",XIAOMI,Xiaomi,polaris,wetest-b2-device-server000,,114.84.62.222,"2020-06-04 11:37:46",,NULL
6897,1cb169587d0d7ece,355893091259407,TKMB19050M1W,SM-G965F,SAMSUNG,samsung,star2ltexx,WETEST-B2-DEVICE-SERVER043,,183.14.28.79,"2021-03-15 10:07:57",,NULL
6900,2GXDU19902010760,865559048563901,TKMB200405E5,SEA-AL00,HUAWEI,HUAWEI,SEA-AL00,WETEST-A6-DEVICE-SERVER073,,116.233.203.123,"2021-03-16 01:20:31",,NULL
6901,3EP0219A07000928,861232042930765,TKMB2004053N,LYA-AL00,HUAWEI,HUAWEI,LYA-AL00,WETEST-A6-DEVICE-SERVER075,,116.231.35.60,"2021-03-17 01:49:59",,NULL
6903,GPG4C19702003626,863018049287079,TKMB1912070G,VCE-AL00,HUAWEI,HUAWEI,VCE-AL00,WETEST-A6-DEVICE-SERVER076,,116.233.187.30,"2021-03-17 00:32:14",,NULL
6904,DY4D9SLFS4SOMJ7H,866891048003771,TKMB1912074T,"VIVO X21I A",VIVO,vivo,PD1801,wetest-b2-device-server000,,114.84.58.145,"2020-06-04 11:37:46",,NULL
6905,LRPVKRBIRKEQ85MV,869668045642539,TKMB20040061,V1813A,VIVO,vivo,PD1813,wetest-b2-device-server000,,114.84.62.217,"2020-06-04 11:37:46",,NULL
6906,8UJDU20107001135,862460047470854,TKMB2004056W,OXF-AN00,HONOR,HUAWEI,OXF-AN00,WETEST-A6-DEVICE-SERVER074,,116.233.185.244,"2021-03-17 00:29:28",,NULL
6907,3906aae7,866019039364172,TKMB191201EE,"OPPO R11T",OPPO,OPPO,R11t,wetest-b2-device-server000,,116.231.30.50,"2020-06-04 11:37:46",,NULL
6908,FNE4C20408000856,868171049676455,TKMB2004053R,STK-AL00,HUAWEI,HUAWEI,STK-AL00,WETEST-A6-DEVICE-SERVER076,,114.84.66.132,"2021-03-16 08:14:08",,NULL
6910,SG8LKZJJDYWCIZNV,867490047197475,TKMB200200J3,V1831A,VIVO,vivo,PD1831,wetest-b2-device-server000,,114.84.62.217,"2020-06-04 11:37:46",,NULL
6911,GHN6R20331015814,866552047912418,TKMB20040568,ASK-AL00X,HONOR,HUAWEI,ASK-AL00x,WETEST-A6-DEVICE-SERVER075,,116.231.27.170,"2021-03-17 06:14:05",,NULL
6912,651b626,866189033744396,TKMB191206M4,"OPPO A57T",OPPO,OPPO,A57t,wetest-b2-device-server000,,114.84.62.222,"2020-06-04 11:37:46",,NULL
6913,3a459b1a,868740034026718,TKMB2004006G,"VIVO Y85",VIVO,vivo,PD1730,wetest-b2-device-server000,,114.84.62.45,"2020-06-04 11:37:46",,NULL
6914,ADF4C20306000657,861111045696187,TKMB2004053L,WLZ-AN00,HUAWEI,HUAWEI,WLZ-AN00,WETEST-A6-DEVICE-SERVER075,,116.231.36.5,"2021-03-16 11:27:47",,NULL
6916,5MFNW19B01000746,867968044588788,TKMB200405E6,HLK-AL10,HONOR,HUAWEI,HLK-AL10,WETEST-A6-DEVICE-SERVER075,,116.233.187.215,"2021-03-17 11:24:11",,NULL
6917,Q5S5T19618005791,null,TKMB2004057G,ELE-AL00,HUAWEI,HUAWEI,ELE-AL00,WETEST-A6-DEVICE-SERVER075,,116.231.36.5,"2021-02-07 18:04:14",,NULL
6918,9a20f776,869225040331152,TKMB20040034,V1838A,VIVO,vivo,PD1838,wetest-b2-device-server000,,114.84.62.220,"2020-06-04 11:37:46",,NULL
6919,2feef054,null,TKMB2004055N,"REDMI K30 5G",REDMI,Xiaomi,picasso,WETEST-A6-DEVICE-SERVER069,,116.233.185.247,"2021-03-16 21:40:55",,NULL
6920,RKKDU18525007741,null,TKMB200405NR,BKL-AL00,HONOR,HUAWEI,BKL-AL00,WETEST-A6-DEVICE-SERVER064,,116.232.108.84,"2021-03-17 01:16:37",,NULL
6921,5b618846,869695043229951,TKMB200400F6,V1936A,VIVO,vivo,PD1936,wetest-b2-device-server000,,114.84.57.163,"2020-06-04 11:37:46",,NULL
6922,ec2d30e9,868925043783371,TKMB2003012F,V1836A,VIVO,vivo,PD1836,wetest-b2-device-server000,,114.84.62.220,"2020-06-04 11:37:47",,NULL
6926,3f3f9aec,869465026844311,TKMB1807014A,NX531J,NUBIA,nubia,NX531J,WETEST-A6-DEVICE-SERVER001,,116.232.108.84,"2021-03-01 15:35:30",,NULL
6928,762066b5,862387030224560,TKMB1702024F,"MI MAX",XIAOMI,Xiaomi,helium,WETEST-B2-DEVICE-SERVER057,,183.14.133.105,"2021-03-12 15:07:34",,NULL
6929,4234d4cf,865775040073638,TKMB2004057X,"MI CC9 PRO",XIAOMI,Xiaomi,tucana,WETEST-A6-DEVICE-SERVER050,,114.84.24.249,"2021-03-16 22:11:44",,NULL
6930,R58M84FH2WD,357641100555200,TKMB2004055J,SM-N9700,SAMSUNG,samsung,d1qzc,WETEST-A6-DEVICE-SERVER051,,116.231.27.159,"2021-03-16 06:27:56",,NULL
6931,34e0e33e,864478049719035,TKMB2004055M,RMX1931,REALME,realme,RMX1931,WETEST-A6-DEVICE-SERVER054,,114.84.64.112,"2020-10-03 10:16:59",,NULL
6932,ec57dda8,869451031711109,TKMB2004055Y,NX616J,NUBIA,nubia,NX616J,WETEST-A6-DEVICE-SERVER049,,116.232.109.78,"2021-03-16 19:48:42",,NULL
6933,61d33f9b,868393046171492,TKMB20040560,RMX1971,REALME,realme,RMX1971,WETEST-A6-DEVICE-SERVER077,,114.84.57.160,"2020-08-01 12:28:56",,NULL
6934,3675c17b,860682042600373,TKMB200101L4,"MI 9",XIAOMI,Xiaomi,cepheus,wetest-b2-device-server000,,114.84.57.160,"2020-06-04 11:37:47",,NULL
6935,97c34b1b,864973046041698,TKMB19120540,V1922A,VIVO,vivo,PD1922,wetest-b2-device-server000,,116.233.200.95,"2020-06-04 11:37:47",,NULL
6936,7WPNU19906306755,868877042573123,TKMB191206X8,KSA-AL10,HONOR,HUAWEI,KSA-AL10,wetest-b2-device-server000,,114.84.29.64,"2020-06-04 11:37:47",,NULL
6937,A5RNW17929003893,866370033075953,TKMB2004007L,BND-AL10,HONOR,HUAWEI,BND-AL10,wetest-b2-device-server000,,116.233.206.217,"2020-06-04 11:37:47",,NULL
6938,CUY0220110012023,864658047068473,TKMB2003031R,YAL-AL00,HONOR,HUAWEI,YAL-AL00,wetest-b2-device-server000,,114.84.62.218,"2020-06-04 11:37:47",,NULL
6939,5P8DWOGQSOHE6SLV,862928041242073,TKMB2004007J,PCAM10,OPPO,OPPO,PCAM10,WETEST-A6-DEVICE-SERVER078,,116.231.38.187,"2020-08-01 20:42:12",,NULL
6940,8637562b,867443049146396,TKMB2004053E,PCHM10,OPPO,OPPO,PCHM10,WETEST-A6-DEVICE-SERVER077,,116.233.184.98,"2020-10-14 19:41:41",,NULL
6941,6HJ4C20221007555,865565042432803,TKMB2003012G,SEA-AL10,HUAWEI,HUAWEI,SEA-AL10,wetest-b2-device-server000,,183.14.28.61,"2020-10-22 21:18:51",,NULL
6942,4d59f41e,863583048042817,TKMB200302JW,PBCM10,OPPO,OPPO,PBCM10,WETEST-A6-DEVICE-SERVER077,,116.233.191.166,"2020-08-01 15:52:35",,NULL
6943,ab315bf2,866546041340071,TKMB200200TJ,PBEM00,OPPO,OPPO,PBEM00,wetest-b2-device-server000,,114.84.62.45,"2020-06-04 11:37:47",,NULL
6944,5EF0218302002937,868794038137773,TKMB191101M6,BLA-AL00,HUAWEI,HUAWEI,BLA-AL00,wetest-b2-device-server000,,183.14.135.82,"2020-07-10 17:02:58",,NULL
6945,S9B7N17928015167,865546038867095,TKMB191101JM,BLN-AL40,HONOR,HUAWEI,BLN-AL40,wetest-b2-device-server000,,183.14.30.153,"2020-06-18 16:44:19",,NULL
6946,9f73c624,864314038568499,TKMB2004006P,"OPPO R9SK",OPPO,OPPO,R9sk,wetest-b2-device-server000,,114.84.58.143,"2020-06-04 11:37:47",,NULL
6947,DVX6R19606003866,860335045440269,TKMB191201F3,DUB-AL20,HUAWEI,HUAWEI,DUB-AL20,wetest-b2-device-server000,,183.14.30.181,"2020-06-15 17:46:28",,NULL
6948,d1dd5318,null,TKMB20040580,V1955A,VIVO,vivo,PD1955,WETEST-A6-DEVICE-SERVER069,,114.84.24.249,"2021-03-09 09:32:19",,NULL
6949,88Y5T19C06020249,863100043610306,TKMB2004002F,TAS-AL00,HUAWEI,HUAWEI,TAS-AL00,wetest-b2-device-server000,,114.84.62.45,"2020-06-04 11:37:47",,NULL
6950,ada084c,null,TKMB2004055X,V1963A,VIVO,vivo,PD1963,WETEST-A6-DEVICE-SERVER053,,114.84.58.147,"2020-06-09 06:05:22",,NULL
6951,FJH5T18811007770,869739041011043,TKMB191206MJ,PAR-AL00,HUAWEI,HUAWEI,PAR-AL00,wetest-b2-device-server000,,114.84.62.221,"2020-06-04 11:37:47",,NULL
6954,2213aa2b,868082030911530,TKMB20040062,"VIVO X20A",VIVO,vivo,PD1709,wetest-b2-device-server000,,114.84.29.71,"2020-06-04 11:37:47",,NULL
6955,923Q7DVF225KX,866309044175444,TKMB1912019N,NOTE9,MEIZU,meizu,meizu_Note9_CN,wetest-b2-device-server000,,183.14.28.23,"2020-06-10 15:45:32",,NULL
6956,RDT5T16318009180,869573026563482,TKMB191201LT,"HUAWEI CRR-UL00",HUAWEI,HUAWEI,CRR-UL00,WETEST-B2-DEVICE-SERVER064,,183.14.134.52,"2021-03-17 01:30:36",,NULL
6957,f4160ea0,869120045535156,TKMB1912022N,"MI CC 9",XIAOMI,Xiaomi,pyxis,WETEST-B2-DEVICE-SERVER061,,183.14.28.184,"2021-03-17 00:56:05",,NULL
6958,S9B7N17816000423,865546034503579,TKMB19110154,BLN-AL40,HONOR,HUAWEI,BLN-AL40,WETEST-B2-DEVICE-SERVER063,,183.14.28.184,"2021-03-16 14:47:05",,NULL
6959,448c6b00,860255044193620,TKMB1912019M,SKW-A0,BLACKSHARK,blackshark,SKW-A0,WETEST-B2-DEVICE-SERVER064,,183.14.133.153,"2020-07-17 10:36:21",,NULL
6960,5LM7N16307000910,860983033620440,TKMB1911017J,"HUAWEI NXT-AL10",HUAWEI,HUAWEI,NXT-AL10,WETEST-B2-DEVICE-SERVER064,,183.14.28.79,"2021-03-16 06:06:06",,NULL
6961,9HCEKV6599999999,864740035935218,TKMB191201L2,"VIVO Y67L",VIVO,vivo,PD1612,WETEST-B2-DEVICE-SERVER063,,183.14.29.204,"2021-03-17 01:56:59",,NULL
6962,4e298b3,A1000058A6778E,TKMB19110165,"VIVO Y55A",VIVO,vivo,PD1613,WETEST-B2-DEVICE-SERVER061,,183.14.29.9,"2021-03-16 13:16:30",,NULL
6963,97e2c697,null,TKMB191202N8,NX611J,NUBIA,nubia,NX611J,wetest-b2-device-server000,,183.14.28.47,"2020-06-10 15:50:08",,NULL
6964,ebea3bfd,861414032514441,TKMB19110144,"MI 5S PLUS",XIAOMI,Xiaomi,natrium,WETEST-B2-DEVICE-SERVER064,,183.14.29.74,"2021-03-17 01:09:15",,NULL
6965,3c34b87b,866963024471882,TKMB19120239,"MI 4LTE",XIAOMI,Xiaomi,cancro_wc_lte,WETEST-B2-DEVICE-SERVER063,,183.14.29.204,"2021-03-17 05:18:49",,NULL
6966,eae15121,864429033596178,TKMB191201JW,"VIVO X9PLUS",VIVO,vivo,PD1619,WETEST-B2-DEVICE-SERVER063,,183.14.29.85,"2021-03-16 12:14:02",,NULL
6967,25161bcd,868859047748314,TKMB19120726,"VIVO NEX A",VIVO,vivo,PD1806B,WETEST-B2-DEVICE-SERVER063,,183.14.134.52,"2021-03-17 04:48:38",,NULL
6968,1d3a27cf,869439046850418,TKMB1912072M,V1832A,VIVO,vivo,PD1832,WETEST-B2-DEVICE-SERVER063,,183.14.135.220,"2021-03-16 15:25:03",,NULL
6969,6dcefaa3,866354038230730,TKMB191202X6,"VIVO X9S L",VIVO,vivo,PD1616B,WETEST-B2-DEVICE-SERVER063,,183.14.135.108,"2020-10-16 03:01:27",,NULL
6970,f3f6d80b,869868036557874,TKMB191201R5,"VIVO Y85A",VIVO,vivo,PD1730,WETEST-B2-DEVICE-SERVER063,,183.14.28.79,"2021-03-16 15:43:30",,NULL
6972,320596362347,862847041157430,TKMB191202L0,"ZTE A7000",ZTE,ZTE,GEN_CN_P671S02,WETEST-B2-DEVICE-SERVER064,,183.14.30.196,"2020-07-17 10:36:19",,NULL
6973,b7a1fbb1,868663031840453,TKMB191201EW,"MIX 2S",XIAOMI,Xiaomi,polaris,WETEST-B2-DEVICE-SERVER063,,183.14.29.9,"2021-03-16 03:33:22",,NULL
6974,612Q3CRB2229D,865661039433506,TKMB191202YR,M5S,MEIZU,Meizu,meizu_M5s,WETEST-B2-DEVICE-SERVER062,,183.14.29.148,"2021-01-26 22:53:34",,NULL
6975,4a777b0a,868994042120985,TKMB191202N1,NX619J,NUBIA,nubia,NX619J,WETEST-B2-DEVICE-SERVER063,,183.14.133.144,"2020-06-23 14:59:52",,NULL
6976,852QLDV824DEF,869086037018404,TKMB191201A0,M1852,MEIZU,Meizu,meizu_M1852_CN,WETEST-B2-DEVICE-SERVER061,,183.14.134.133,"2020-09-15 08:27:57",,NULL
6977,HPV139YH,865272040408196,TKMB191203J0,"LENOVO L78121",LENOVO,Lenovo,jd20,WETEST-B2-DEVICE-SERVER063,,183.14.134.52,"2021-03-17 01:05:19",,NULL
6978,18666c29,868233039914096,TKMB191203W7,"ONEPLUS A5010",ONEPLUS,OnePlus,OnePlus5T,WETEST-B2-DEVICE-SERVER062,,183.14.31.251,"2021-02-18 15:55:58",,NULL
6979,860BCN322AQJ,867905028674382,TKMB19120262,"PRO 5",MEIZU,Meizu,meizu_PRO5,WETEST-B2-DEVICE-SERVER063,,183.14.29.9,"2021-03-16 12:48:53",,NULL
6980,1f372bd8,865521047469555,TKMB191206F3,PCHM30,OPPO,OPPO,PCHM30,WETEST-A6-DEVICE-SERVER048,,114.84.64.112,"2020-10-03 10:00:36",,NULL
6981,8a6c4a4e,862719032337786,TKMB19110170,"VIVO X7",VIVO,vivo,PD1602,WETEST-B2-DEVICE-SERVER064,,183.14.29.77,"2021-01-25 18:16:15",,NULL
6982,aa2a55aa,862698034451375,TKMB191204P3,"VIVO Y51",VIVO,vivo,PD1510,WETEST-B2-DEVICE-SERVER063,,183.14.134.52,"2021-03-16 14:56:39",,NULL
6986,RKKDU18522005587,null,TKMB20040088,BKL-AL00,HONOR,HUAWEI,BKL-AL00,wetest-b2-device-server000,,114.84.62.220,"2020-06-04 11:37:47",,NULL
6987,Q5S5T19325002183,null,TKMB2004025P,ELE-AL00,HUAWEI,HUAWEI,ELE-AL00,wetest-b2-device-server000,,114.84.29.64,"2020-06-04 11:37:47",,NULL
6988,5PMVSOGAPFBISCBQ,865741046717792,TKMB200302FF,PACM00,OPPO,OPPO,PACM00,wetest-b2-device-server000,,114.84.62.218,"2020-06-04 11:37:47",,NULL
6992,fc2be204,866699034465585,TKMB2004007N,"VIVO X9S",VIVO,vivo,PD1616B,wetest-b2-device-server000,,114.84.29.70,"2020-06-04 11:37:47",,NULL
6996,2PF4C19614002681,865051049303032,TKMB200302LG,JKM-AL00B,HUAWEI,HUAWEI,JKM-AL00b,wetest-b2-device-server000,,114.84.29.62,"2020-06-04 11:37:47",,NULL
6998,077eebd5,null,TKMB2004007T,GM1910,ONEPLUS,OnePlus,OnePlus7Pro_CH,wetest-b2-device-server000,,114.84.62.216,"2020-06-04 11:37:47",,NULL
6999,67e8d0fe,864328037456217,TKMB2004008R,"OPPO R9S",OPPO,OPPO,R9s,wetest-b2-device-server000,,114.84.62.221,"2020-06-04 11:37:47",,NULL
7011,CKL4C16C03003273,864128032438776,TKMB18030690,BLN-AL10,HONOR,HUAWEI,BLN-AL10,WETEST-KX-DEVICE-SERVER059,,14.17.22.31,"2021-03-16 09:35:07",,NULL
7013,c994cfe,352058081189120,TKMB191207X4,F-01J,DOCOMO,FUJITSU,F01J,WETEST-B2-DEVICE-SERVER038,,183.14.133.56,"2020-06-09 22:18:59",,NULL
7014,DWT7N18709016616,865852046660880,TKMB20040030,COR-AL10,HONOR,HUAWEI,COR-AL10,wetest-b2-device-server000,,114.84.29.64,"2020-06-04 11:37:47",,NULL
7015,ERLDU19827001241,868360043900538,TKMB19120724,YAL-AL10,HONOR,HUAWEI,YAL-AL10,wetest-b2-device-server000,,114.84.62.222,"2020-06-04 11:37:47",,NULL
7018,4f81d4d6,868133036239713,TKMB20040081,"MI 6X",XIAOMI,Xiaomi,wayne,wetest-b2-device-server000,,114.84.58.141,"2020-06-04 11:37:47",,NULL
7020,LBGIF679FAM7BIY9,869464046531719,TKMB2004054J,PCKM80,OPPO,OPPO,PCKM80,WETEST-A6-DEVICE-SERVER033,,114.84.66.94,"2021-01-26 20:11:02",,NULL
7021,45N7Y5USYSFYL75S,860072045101050,TKMB191206GP,PCDM10,OPPO,OPPO,PCDM10,WETEST-A6-DEVICE-SERVER032,,116.233.203.123,"2020-10-16 01:08:50",,NULL
7022,1fbc3d5d,861427045692236,TKMB191206G7,PCKM00,OPPO,OPPO,PCKM00,WETEST-A6-DEVICE-SERVER033,,114.84.24.249,"2021-03-15 16:07:20",,NULL
7023,JB75IRJJNVIR8LPN,867472034018831,TKMB200405MR,"OPPO A79K",OPPO,OPPO,A79k,WETEST-A6-DEVICE-SERVER015,,116.233.202.133,"2020-08-18 06:56:36",,NULL
7025,ZHBIKJYHG6MFKBOR,864411039780576,TKMB2004054G,"OPPO A59M",OPPO,OPPO,A59m,WETEST-A6-DEVICE-SERVER032,,114.84.66.94,"2020-10-16 10:10:55",,NULL
7028,dcecb2c2,867443044920894,TKMB2004053A,PCHM10,OPPO,OPPO,PCHM10,WETEST-A6-DEVICE-SERVER032,,116.232.109.227,"2020-10-30 07:39:23",,NULL
7030,cea0a3ff,866922043228913,TKMB200302G8,PCLM10,OPPO,OPPO,PCLM10,WETEST-A6-DEVICE-SERVER034,,116.231.36.5,"2020-09-21 17:44:31",,NULL
7031,568506dc,865521047469654,TKMB191206FP,PCHM30,OPPO,OPPO,PCHM30,WETEST-A6-DEVICE-SERVER033,,114.84.29.67,"2020-06-08 10:32:47",,NULL
